Video_Filename,Original_Caption,Adversarial_Caption,Feature_CosSim,SBERT_Sim,BERTScore_F1,Original_CLIPScore,Adversarial_CLIPScore,PSNR_dB,Linf_Norm,Processing_Time_Sec,Attack_Success,Strong_Attack,CLIPScore_Change,CLIPScore_Degraded,Attack_Quality,Action_Category,Timestamp,User,Epsilon
playing_piano_dQw4w9WgXcQ_045.mp4,"A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing a combination of ballet and modern dance moves. The music playing in the background is classical. The woman's dance is graceful and elegant. She spins and leaps around the stage, showing off her skills. The audience is watching her performance in awe.",A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing fast and intense dance moves to the beat of the music. The audience is cheering and clapping for her.,0.4739,0.8958,0.7034,8.76,9.08,26.94,0.100098,8.75,False,False,0.3200000000000003,False,Failed,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
reading_dgKGixi8bp8_002.mp4,"In the video, a little girl is walking outside on the sidewalk. She is holding her dog's leash, but the dog is not walking in a straight line. Instead, the dog is pulling her around the corner. The little girl is trying to control the dog's movements while they are walking down the street.","In the video, a little girl is being pushed in a stroller by a person. They are walking on the sidewalk. Suddenly, a dog runs by and the little girl falls out of the stroller. The fall is captured in slow motion.",0.4836,0.8065,0.5501,3.97,0.0,26.12,0.100098,6.66,True,False,-3.97,True,Good,reading,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
reading_dgKGixi8bp8_037.mp4,"In the video, a little girl is walking outside on the sidewalk. She is holding her dog's leash, but the dog is not walking in a straight line. Instead, the dog is pulling her around the corner. The little girl is trying to control the dog's movements while they are walking down the street.","In the video, a little girl is being pushed in a stroller by a person. They are walking on the sidewalk. Suddenly, a dog runs by and the little girl falls out of the stroller. The fall is captured in slow motion.",0.4836,0.8065,0.5501,3.97,0.0,26.12,0.100098,6.62,True,False,-3.97,True,Good,reading,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
riding_bike_RgKAFK5djSk_001.mp4,A man is standing outside watching the sunset. He is wearing a denim shirt and jacket. The sky is cloudy and the sun is setting behind a mountain. The man is looking at the sky and enjoying the view.,"A young man is standing outside near a field. He is tossing a small knife from one hand to another. He catches the knife after it spins in the air. Meanwhile, a young woman is talking to him.",0.557,0.2684,0.3696,2.63,2.61,27.42,0.100098,6.89,True,True,-0.020000000000000018,True,Excellent,riding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
riding_bike_RgKAFK5djSk_013.mp4,A man is standing outside watching the sunset. He is wearing a denim shirt and jacket. The sky is cloudy and the sun is setting behind a mountain. The man is looking at the sky and enjoying the view.,"A young man is standing outside near a field. He is tossing a small knife from one hand to another. He catches the knife after it spins in the air. Meanwhile, a young woman is talking to him.",0.557,0.2684,0.3696,2.63,2.61,27.42,0.100098,7.14,True,True,-0.020000000000000018,True,Excellent,riding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
riding_bike_RgKAFK5djSk_018.mp4,A man is standing outside watching the sunset. He is wearing a denim shirt and jacket. The sky is cloudy and the sun is setting behind a mountain. The man is looking at the sky and enjoying the view.,"A young man is standing outside near a field. He is tossing a small knife from one hand to another. He catches the knife after it spins in the air. Meanwhile, a young woman is talking to him.",0.557,0.2684,0.3696,2.63,2.61,27.42,0.100098,7.13,True,True,-0.020000000000000018,True,Excellent,riding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
riding_bike_RgKAFK5djSk_031.mp4,A man is standing outside watching the sunset. He is wearing a denim shirt and jacket. The sky is cloudy and the sun is setting behind a mountain. The man is looking at the sky and enjoying the view.,"A young man is standing outside near a field. He is tossing a small knife from one hand to another. He catches the knife after it spins in the air. Meanwhile, a young woman is talking to him.",0.557,0.2684,0.3696,2.63,2.61,27.42,0.100098,6.84,True,True,-0.020000000000000018,True,Excellent,riding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
running_JGwWNGJdvx8_005.mp4,"In the video, a man wearing a mask is seen standing in front of a mirror. He is adjusting his mask to cover his entire face. The man seems to be preparing for something, as he carefully fits the mask to his face. The room he is in appears to be dimly lit, with a single light source behind him. The man's movements are deliberate and focused, suggesting that he is taking the task seriously. The mask he is wearing is unique, with a design that covers his entire face, leaving only his eyes visible. Overall, the video gives a sense of mystery and intrigue, as the viewer is left to wonder about the man's identity and the purpose of the mask.",A man is standing outside a building at night. He is surrounded by a group of people who are screaming and yelling at him. The man is being harassed and threatened by the crowd.,0.5118,0.2775,0.2946,4.71,2.21,28.3,0.100098,10.23,True,True,-2.5,True,Excellent,running,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
running_JGwWNGJdvx8_007.mp4,"In the video, a man wearing a mask is seen standing in front of a mirror. He is adjusting his mask to cover his entire face. The man seems to be preparing for something, as he carefully fits the mask to his face. The room he is in appears to be dimly lit, with a single light source behind him. The man's movements are deliberate and focused, suggesting that he is taking the task seriously. The mask he is wearing is unique, with a design that covers his entire face, leaving only his eyes visible. Overall, the video gives a sense of mystery and intrigue, as the viewer is left to wonder about the man's identity and the purpose of the mask.",A man is standing outside a building at night. He is surrounded by a group of people who are screaming and yelling at him. The man is being harassed and threatened by the crowd.,0.5118,0.2775,0.2946,4.71,2.21,28.3,0.100098,11.12,True,True,-2.5,True,Excellent,running,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
running_JGwWNGJdvx8_008.mp4,"In the video, a man wearing a mask is seen standing in front of a mirror. He is adjusting his mask to cover his entire face. The man seems to be preparing for something, as he carefully fits the mask to his face. The room he is in appears to be dimly lit, with a single light source behind him. The man's movements are deliberate and focused, suggesting that he is taking the task seriously. The mask he is wearing is unique, with a design that covers his entire face, leaving only his eyes visible. Overall, the video gives a sense of mystery and intrigue, as the viewer is left to wonder about the man's identity and the purpose of the mask.",A man is standing outside a building at night. He is surrounded by a group of people who are screaming and yelling at him. The man is being harassed and threatened by the crowd.,0.5118,0.2775,0.2946,4.71,2.21,28.3,0.100098,10.24,True,True,-2.5,True,Excellent,running,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
running_JGwWNGJdvx8_010.mp4,"In the video, a man wearing a mask is seen standing in front of a mirror. He is adjusting his mask to cover his entire face. The man seems to be preparing for something, as he carefully fits the mask to his face. The room he is in appears to be dimly lit, with a single light source behind him. The man's movements are deliberate and focused, suggesting that he is taking the task seriously. The mask he is wearing is unique, with a design that covers his entire face, leaving only his eyes visible. Overall, the video gives a sense of mystery and intrigue, as the viewer is left to wonder about the man's identity and the purpose of the mask.",A man is standing outside a building at night. He is surrounded by a group of people who are screaming and yelling at him. The man is being harassed and threatened by the crowd.,0.5118,0.2775,0.2946,4.71,2.21,28.3,0.100098,10.81,True,True,-2.5,True,Excellent,running,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
singing_YQHsXMglC9A_000.mp4,"In the video, a woman wearing a fur coat is seen sitting in a car. She is talking to someone off-camera while holding her hands to her face. She seems to be expressing some sort of emotion, possibly frustration or anger. The woman's body language suggests that she is deeply involved in the conversation and is fully engaged in the discussion. The fur coat indicates that she may be in a colder climate or that she values luxury. Overall, the video captures a moment of intense emotional expression.","In the video, a woman is seen standing in a field. She is holding her hands to her head, as if she is experiencing a headache or feeling dizzy. The woman seems to be in distress and is crying. The scene is set in a rural area, with a dirt road and trees in the background. It appears to be a dark and cloudy day. The woman's body language suggests that she is in pain and discomfort. She is wearing a light-colored shirt and appears to be in her mid-thirties. The camera angle is focused on the woman's upper body, capturing her facial expressions and hand movements. The sound of the wind can be heard in the background, adding to the overall somber mood of the video.",0.4833,0.6161,0.5285,8.43,8.92,27.28,0.100098,13.41,True,False,0.4900000000000002,False,Good,singing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
singing_YQHsXMglC9A_028.mp4,"In the video, a woman wearing a fur coat is seen sitting in a car. She is talking to someone off-camera while holding her hands to her face. She seems to be expressing some sort of emotion, possibly frustration or anger. The woman's body language suggests that she is deeply involved in the conversation and is fully engaged in the discussion. The fur coat indicates that she may be in a colder climate or that she values luxury. Overall, the video captures a moment of intense emotional expression.","In the video, a woman is seen standing in a field. She is holding her hands to her head, as if she is experiencing a headache or feeling dizzy. The woman seems to be in distress and is crying. The scene is set in a rural area, with a dirt road and trees in the background. It appears to be a dark and cloudy day. The woman's body language suggests that she is in pain and discomfort. She is wearing a light-colored shirt and appears to be in her mid-thirties. The camera angle is focused on the woman's upper body, capturing her facial expressions and hand movements. The sound of the wind can be heard in the background, adding to the overall somber mood of the video.",0.4833,0.6161,0.5285,8.43,8.92,27.28,0.100098,13.84,True,False,0.4900000000000002,False,Good,singing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
singing_YQHsXMglC9A_033.mp4,"In the video, a woman wearing a fur coat is seen sitting in a car. She is talking to someone off-camera while holding her hands to her face. She seems to be expressing some sort of emotion, possibly frustration or anger. The woman's body language suggests that she is deeply involved in the conversation and is fully engaged in the discussion. The fur coat indicates that she may be in a colder climate or that she values luxury. Overall, the video captures a moment of intense emotional expression.","In the video, a woman is seen standing in a field. She is holding her hands to her head, as if she is experiencing a headache or feeling dizzy. The woman seems to be in distress and is crying. The scene is set in a rural area, with a dirt road and trees in the background. It appears to be a dark and cloudy day. The woman's body language suggests that she is in pain and discomfort. She is wearing a light-colored shirt and appears to be in her mid-thirties. The camera angle is focused on the woman's upper body, capturing her facial expressions and hand movements. The sound of the wind can be heard in the background, adding to the overall somber mood of the video.",0.4833,0.6161,0.5285,8.43,8.92,27.28,0.100098,13.42,True,False,0.4900000000000002,False,Good,singing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
singing_YQHsXMglC9A_046.mp4,"In the video, a woman wearing a fur coat is seen sitting in a car. She is talking to someone off-camera while holding her hands to her face. She seems to be expressing some sort of emotion, possibly frustration or anger. The woman's body language suggests that she is deeply involved in the conversation and is fully engaged in the discussion. The fur coat indicates that she may be in a colder climate or that she values luxury. Overall, the video captures a moment of intense emotional expression.","In the video, a woman is seen standing in a field. She is holding her hands to her head, as if she is experiencing a headache or feeling dizzy. The woman seems to be in distress and is crying. The scene is set in a rural area, with a dirt road and trees in the background. It appears to be a dark and cloudy day. The woman's body language suggests that she is in pain and discomfort. She is wearing a light-colored shirt and appears to be in her mid-thirties. The camera angle is focused on the woman's upper body, capturing her facial expressions and hand movements. The sound of the wind can be heard in the background, adding to the overall somber mood of the video.",0.4833,0.6161,0.5285,8.43,8.92,27.28,0.100098,13.36,True,False,0.4900000000000002,False,Good,singing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
skateboarding__OBlgSz8sSM_001.mp4,"In the video, two babies are sitting next to each other. One of the babies is making a fart noise with their mouth, while the other baby is laughing. The baby with the fart noise is trying to imitate a goose. The two babies seem to be playing and interacting with each other, as they both laugh and make noises.","In the video, two babies are sitting next to each other. One of the babies is making a fart noise with their mouth, while the other baby is laughing. The baby with the fart noise is trying to imitate a goose. The two babies seem to be playing and interacting with each other.",0.5441,0.9969,0.9617,2.37,4.09,27.22,0.100098,8.22,False,False,1.7199999999999998,False,Failed,skateboarding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
skateboarding__OBlgSz8sSM_015.mp4,"In the video, two babies are sitting next to each other. One of the babies is making a fart noise with their mouth, while the other baby is laughing. The baby with the fart noise is trying to imitate a goose. The two babies seem to be playing and interacting with each other, as they both laugh and make noises.","In the video, two babies are sitting next to each other. One of the babies is making a fart noise with their mouth, while the other baby is laughing. The baby with the fart noise is trying to imitate a goose. The two babies seem to be playing and interacting with each other.",0.5441,0.9969,0.9617,2.37,4.09,27.22,0.100098,7.96,False,False,1.7199999999999998,False,Failed,skateboarding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
swimming_CevxZvSJLk8_027.mp4,"In the video, a woman dressed in a leopard print top and a skirt made of leaves is climbing a tree in a jungle setting. She is using her hands and feet to grip the branches and trunk of the tree. As she climbs, she looks around and observes her surroundings. The tree is tall and there are other trees and foliage in the background. The woman appears to be comfortable and skilled in climbing the tree, moving with ease and confidence.","In the video, a woman dressed in a costume is seen sitting on a rock. She is wearing a headpiece and a furry coat. She looks around and then turns to face the camera. Her expression is serious and focused. The setting appears to be outdoors, in a natural environment with trees and foliage in the background. The woman's movements are slow and deliberate, suggesting that she is portraying a character with a strong and commanding presence. The camera angle and lighting give the scene a mystical and otherworldly feel. Overall, the video seems to be showcasing the woman's performance as a powerful and majestic figure.",0.4842,0.6464,0.5206,4.38,2.31,27.12,0.100098,12.24,True,False,-2.07,True,Good,swimming,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
swimming_CevxZvSJLk8_029.mp4,"In the video, a woman dressed in a leopard print top and a skirt made of leaves is climbing a tree in a jungle setting. She is using her hands and feet to grip the branches and trunk of the tree. As she climbs, she looks around and observes her surroundings. The tree is tall and there are other trees and foliage in the background. The woman appears to be comfortable and skilled in climbing the tree, moving with ease and confidence.","In the video, a woman dressed in a costume is seen sitting on a rock. She is wearing a headpiece and a furry coat. She looks around and then turns to face the camera. Her expression is serious and focused. The setting appears to be outdoors, in a natural environment with trees and foliage in the background. The woman's movements are slow and deliberate, suggesting that she is portraying a character with a strong and commanding presence. The camera angle and lighting give the scene a mystical and otherworldly feel. Overall, the video seems to be showcasing the woman's performance as a powerful and majestic figure.",0.4842,0.6464,0.5206,4.38,2.31,27.12,0.100098,11.77,True,False,-2.07,True,Good,swimming,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
swimming_CevxZvSJLk8_048.mp4,"In the video, a woman dressed in a leopard print top and a skirt made of leaves is climbing a tree in a jungle setting. She is using her hands and feet to grip the branches and trunk of the tree. As she climbs, she looks around and observes her surroundings. The tree is tall and there are other trees and foliage in the background. The woman appears to be comfortable and skilled in climbing the tree, moving with ease and confidence.","In the video, a woman dressed in a costume is seen sitting on a rock. She is wearing a headpiece and a furry coat. She looks around and then turns to face the camera. Her expression is serious and focused. The setting appears to be outdoors, in a natural environment with trees and foliage in the background. The woman's movements are slow and deliberate, suggesting that she is portraying a character with a strong and commanding presence. The camera angle and lighting give the scene a mystical and otherworldly feel. Overall, the video seems to be showcasing the woman's performance as a powerful and majestic figure.",0.4842,0.6464,0.5206,4.38,2.31,27.12,0.100098,12.56,True,False,-2.07,True,Good,swimming,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
walking_L_jWHffIx5E_004.mp4,"In the video, a man is flipping a bus over while another man watches. There is also a person in a black shirt flipping a school bus over, and someone is using a bulldozer to flip the bus. The scene is accompanied by loud music.","In the video, a man is seen dancing and singing in front of a green screen. He is wearing a black shirt and sunglasses. The man is moving his arms and legs in a lively manner, while his face is shown in close-up shots. The background features a band playing music. The man's energetic performance is accompanied by the lyrics of the song, which are displayed on the screen. The video has a vibrant and upbeat feel to it, with the man's enthusiastic dance moves and the lively music. Overall, it seems to be a music video showcasing the man's talent and style.",0.5486,0.4769,0.4228,5.39,8.48,27.67,0.100098,11.44,True,True,3.0900000000000007,False,Excellent,walking,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
walking_L_jWHffIx5E_006.mp4,"In the video, a man is flipping a bus over while another man watches. There is also a person in a black shirt flipping a school bus over, and someone is using a bulldozer to flip the bus. The scene is accompanied by loud music.","In the video, a man is seen dancing and singing in front of a green screen. He is wearing a black shirt and sunglasses. The man is moving his arms and legs in a lively manner, while his face is shown in close-up shots. The background features a band playing music. The man's energetic performance is accompanied by the lyrics of the song, which are displayed on the screen. The video has a vibrant and upbeat feel to it, with the man's enthusiastic dance moves and the lively music. Overall, it seems to be a music video showcasing the man's talent and style.",0.5486,0.4769,0.4228,5.39,8.48,27.67,0.100098,10.87,True,True,3.0900000000000007,False,Excellent,walking,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
walking_L_jWHffIx5E_007.mp4,"In the video, a man is flipping a bus over while another man watches. There is also a person in a black shirt flipping a school bus over, and someone is using a bulldozer to flip the bus. The scene is accompanied by loud music.","In the video, a man is seen dancing and singing in front of a green screen. He is wearing a black shirt and sunglasses. The man is moving his arms and legs in a lively manner, while his face is shown in close-up shots. The background features a band playing music. The man's energetic performance is accompanied by the lyrics of the song, which are displayed on the screen. The video has a vibrant and upbeat feel to it, with the man's enthusiastic dance moves and the lively music. Overall, it seems to be a music video showcasing the man's talent and style.",0.5486,0.4769,0.4228,5.39,8.48,27.67,0.100098,11.36,True,True,3.0900000000000007,False,Excellent,walking,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
walking_L_jWHffIx5E_047.mp4,"In the video, a man is flipping a bus over while another man watches. There is also a person in a black shirt flipping a school bus over, and someone is using a bulldozer to flip the bus. The scene is accompanied by loud music.","In the video, a man is seen dancing and singing in front of a green screen. He is wearing a black shirt and sunglasses. The man is moving his arms and legs in a lively manner, while his face is shown in close-up shots. The background features a band playing music. The man's energetic performance is accompanied by the lyrics of the song, which are displayed on the screen. The video has a vibrant and upbeat feel to it, with the man's enthusiastic dance moves and the lively music. Overall, it seems to be a music video showcasing the man's talent and style.",0.5486,0.4769,0.4228,5.39,8.48,27.67,0.100098,10.39,True,True,3.0900000000000007,False,Excellent,walking,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
weightlifting_wCF3ywukQYA_016.mp4,"In the video, two men are sitting together wearing party hats. Then, a woman with a blonde wig and leather attire appears and sits in front of them. The two men stare at her in amazement. The woman looks like a man in a wig and makeup. She is wearing a black leather outfit and has long blonde hair. The two men seem to be surprised and fascinated by her appearance.","In the video, two men are standing together wearing party hats. They are then joined by a woman with blonde hair and glasses who starts screaming at them. The scene is set in a party or social gathering.",0.4995,0.7269,0.5696,3.68,2.42,27.42,0.100098,8.39,True,False,-1.2600000000000002,True,Good,weightlifting,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
weightlifting_wCF3ywukQYA_019.mp4,"In the video, two men are sitting together wearing party hats. Then, a woman with a blonde wig and leather attire appears and sits in front of them. The two men stare at her in amazement. The woman looks like a man in a wig and makeup. She is wearing a black leather outfit and has long blonde hair. The two men seem to be surprised and fascinated by her appearance.","In the video, two men are standing together wearing party hats. They are then joined by a woman with blonde hair and glasses who starts screaming at them. The scene is set in a party or social gathering.",0.4995,0.7269,0.5696,3.68,2.42,27.42,0.100098,8.38,True,False,-1.2600000000000002,True,Good,weightlifting,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
yoga_EwTZ2xpQwpA_022.mp4,A young man is standing in a recording studio in front of a microphone. He is wearing headphones and rapping into the microphone. There is a screen behind him displaying the lyrics. He is performing a rap song with a beat in the background.,A man is standing in a recording studio in front of a microphone. He is wearing headphones and singing a song. There is a screen behind him displaying the lyrics. He is performing the song with passion and emotion.,0.6172,0.8218,0.8363,10.0,10.64,28.16,0.100098,7.16,False,False,0.6400000000000006,False,Failed,yoga,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
yoga_EwTZ2xpQwpA_024.mp4,A young man is standing in a recording studio in front of a microphone. He is wearing headphones and rapping into the microphone. There is a screen behind him displaying the lyrics. He is performing a rap song with a beat in the background.,A man is standing in a recording studio in front of a microphone. He is wearing headphones and singing a song. There is a screen behind him displaying the lyrics. He is performing the song with passion and emotion.,0.6172,0.8218,0.8363,10.0,10.64,28.16,0.100098,7.47,False,False,0.6400000000000006,False,Failed,yoga,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
